,uuid,screen_name,created_at,followers,location,favorite,retweet,source,text
487,8a3f33c4-7327-11ed-9583-ab47568012fa,Mohamme09253308,2022-12-03 16:07:22, 110,, 0, 1465, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
488,642c7f70-7327-11ed-9583-ab47568012fa,0xYamss,2022-12-03 16:22:49, 40,North Korea, 0, 1423, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
489,82802b7a-7327-11ed-9583-ab47568012fa,TheB_Ranch,2022-12-03 16:10:23, 21,"South Dakota, USA", 0, 1457, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
490,643fe060-7327-11ed-9583-ab47568012fa,vvailaya,2022-12-03 16:22:25, 60,Bangalore, 0, 4433, Twitter for Android," RT @TansuYegen: The best explanation of Bitcoin👏

 https://t.co/veKchmb0Gs"
491,647680c0-7327-11ed-9583-ab47568012fa,broadscaler,2022-12-03 16:20:33, 345,"CA 91436, USA", 0, 0, dlvr.it," This Week in Coins: Twitter Speculation Sends Dogecoin Higher, Bitcoin and Ethereum See Green… https://t.co/DBt44865lZ"
492,646ce3d2-7327-11ed-9583-ab47568012fa,BiplabD09007077,2022-12-03 16:21:03, 105,Kolkata, 0, 13, Twitter Web App," RT @TiTiProtocol: 🔍Check out the #NFT sales volume ranking this week

👀Do you know the 1⃣new projects on the list ⁉️

#Web3 #NFTs #DeFi #Cr…"
493,7b755801-7327-11ed-9583-ab47568012fa,somin23713185,2022-12-03 16:12:15, 11,, 0, 160, Twitter for Android," RT @lucasvelascook: What should i buy in 2023? 
#Gold or #Bitcoin? 🚀🔥"
494,829efe13-7327-11ed-9583-ab47568012fa,OxxBig1000,2022-12-03 16:09:53, 52,, 0, 1459, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
495,64673e81-7327-11ed-9583-ab47568012fa,LilianSally1,2022-12-03 16:21:24, 155,Watamu , 0, 3, Twitter for Android," RT @PiNetworkShop: On the issue of security. To address this challenge, Bitcoin introduced a novel process called Mining (using the consens…"
496,7b670020-7327-11ed-9583-ab47568012fa,ngarava1,2022-12-03 16:12:34, 13,, 0, 194, Twitter for Android," RT @icsmen: Let's see if i was right for $BTC 😎

$MGLD will 🚀

#btc #bnb #bitcoin #binance #trade #crypto #multiversx #mgld #xgld https://t…"
497,7835483a-7327-11ed-9583-ab47568012fa,0xMim,2022-12-03 16:12:59, 112,Indonesia 🇮🇩 , 0, 1447, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
498,678f0b62-7327-11ed-9583-ab47568012fa,omertt758,2022-12-03 16:19:15, 229,, 0, 3, Twitter for Android," RT @TheCryptoExpres: $BTC consolidating in a bullish pennant. Keep an eye on a strong breakout, which will confirm a bullish rally in it ✍️…"
499,6da91631-7327-11ed-9583-ab47568012fa,vamsikumar00,2022-12-03 16:16:38, 23,Boring , 0, 237, Twitter for Android," RT @BitcoinMagazine: Fiat in Venezuela is so worthless people leave it on the streets 

🇻🇪 needs #Bitcoin https://t.co/EbWUIf0QVm"
500,67cd4ce3-7327-11ed-9583-ab47568012fa,apisungemmanuel,2022-12-03 16:18:41, 89,Dubai, 1, 0, Twitter for Android," If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin    crashed from $2… https://t.co/BkR1czWL8J"
501,8a3e7067-7327-11ed-9583-ab47568012fa,mschultz33,2022-12-03 16:08:09, 40926,"New York, NY", 0, 29, Twitter for iPhone," RT @el_crypto_prof: #Altcoins #Bitcoin 

Altcoins don't look bad.
The month of November has also closed within the channel.

The whole comp…"
502,8a3f33c5-7327-11ed-9583-ab47568012fa,EleanoreTrevel1,2022-12-03 16:07:21, 7,, 0, 0, Twitter Web App," Many people call me crazy, but I’m still buying more #Bitcoin!"
503,8d181d47-7327-11ed-9583-ab47568012fa,CEHenderson4,2022-12-03 16:07:06, 90,, 0, 303, Twitter for Android, RT @Breedlove22: #Bitcoin forever changes the way you see the world. https://t.co/Lp1lfC5GYY
504,67980c12-7327-11ed-9583-ab47568012fa,VPefau,2022-12-03 16:19:04, 9,, 0, 1433, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
505,77e5c8a0-7327-11ed-9583-ab47568012fa,whitewatermike,2022-12-03 16:13:50, 0,, 0, 0, Twitter for Android," @Breedlove22 like a band with one instrument? That sounds lame. Bitcoin is bass, now build your sound with defi, ad… https://t.co/QqC3YGDITa"
506,71e204f5-7327-11ed-9583-ab47568012fa,DeividCripto,2022-12-03 16:15:07, 23,, 0, 4, Twitter for iPhone," RT @vrspv199012: #BTC Halving progress 64% done...
Might touch 1BTC - $10,000 - $12500 - will be the bottom....get ready and sit tight watc…"
507,77eca67a-7327-11ed-9583-ab47568012fa,syuvaraj98,2022-12-03 16:13:40, 629,Asia, 0, 1444, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
508,6439ecf0-7327-11ed-9583-ab47568012fa,Arsalan_Ameer92,2022-12-03 16:22:33, 62,KARACHI PAKISTAN, 0, 2506, Twitter for iPhone, RT @saylor: #Bitcoin is Hope. https://t.co/Vo7MuIwKwm
509,71e204f4-7327-11ed-9583-ab47568012fa,Gall4nonim,2022-12-03 16:15:08, 10,, 0, 238, Twitter for iPhone," RT @BitcoinMagazine: Fiat in Venezuela is so worthless people leave it on the streets 

🇻🇪 needs #Bitcoin https://t.co/EbWUIf0QVm"
510,7f766de0-7327-11ed-9583-ab47568012fa,FrederickDawg,2022-12-03 16:11:20, 77,, 0, 0, Twitter for iPhone, @hodgetwins The biggest fu-k show in civilization history.  Buy #Bitcoin.
511,71da15b2-7327-11ed-9583-ab47568012fa,hodldom,2022-12-03 16:15:45, 97,United States, 0, 41, Twitter for iPhone, RT @rovercrc: Buy #Bitcoin and hold it for at least 4 years!
512,71e00920-7327-11ed-9583-ab47568012fa,xcryptom1,2022-12-03 16:15:16, 16,, 0, 1443, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
513,78360b81-7327-11ed-9583-ab47568012fa,kenzieracs,2022-12-03 16:12:46, 15,indonesia, 0, 160, Twitter for Android," RT @lucasvelascook: What should i buy in 2023? 
#Gold or #Bitcoin? 🚀🔥"
514,64210dc0-7327-11ed-9583-ab47568012fa,gerd_bachmann,2022-12-03 16:23:08, 79,, 0, 0, Twitter for iPhone," @Davincij15 Hi Davinci. Followed you for years. I appreciate your takes on the global financial situation, silver (… https://t.co/dNc7vFtG0Z"
515,8603d403-7327-11ed-9583-ab47568012fa,Sid45925795,2022-12-03 16:09:22, 61,, 0, 0, Twitter Web App, @PeterSchiff and i bet #Bitcoin will be + 1000% in 2025 😉
516,6d724ec0-7327-11ed-9583-ab47568012fa,Myrna__Delia,2022-12-03 16:17:01, 498,Philadelphia, 1, 0, Twitter Web App," @MartiniGuyYT What will happen in 2024 is unknown, no one knows, but I also hope that Bitcoin will skyrocket in 2024"
517,67e84ef2-7327-11ed-9583-ab47568012fa,ClintD12,2022-12-03 16:18:14, 33,, 0, 1435, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
518,7f7646d0-7327-11ed-9583-ab47568012fa,AsadullahAli18,2022-12-03 16:11:31, 169,, 0, 335, Twitter Web App," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
519,6a5f1b52-7327-11ed-9583-ab47568012fa,Allah_Sukria,2022-12-03 16:17:25, 76,, 0, 159, Twitter for Android," RT @lucasvelascook: What should i buy in 2023? 
#Gold or #Bitcoin? 🚀🔥"
520,678d0f92-7327-11ed-9583-ab47568012fa,AhmadM1911,2022-12-03 16:19:28, 38,, 0, 1433, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
521,71d97971-7327-11ed-9583-ab47568012fa,Meta2140English,2022-12-03 16:15:48, 665,, 1, 0, Make (formerly Integromat)," Week In Review: SBF, Powell, and Jobs | Round Up
#bitcoin #defi #investing #silver #fed #commodities #economy… https://t.co/Y6TVOdWw4z"
522,8a3f33bb-7327-11ed-9583-ab47568012fa,JoeInska,2022-12-03 16:07:27, 398,, 0, 0, inskatestapp," #Bitcoin #Bitcoin price $16961
2022-12-03 18:07"
523,8649b696-7327-11ed-9583-ab47568012fa,Crypto_Nomi99,2022-12-03 16:08:37, 1360,, 0, 1462, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
524,642bbc20-7327-11ed-9583-ab47568012fa,sakibahmmed885,2022-12-03 16:22:50, 58,, 0, 0, Twitter for Android," @AirdropDet #AirdropBlogspot 
#Bitcoin 
#Ethereum 
congratulations to the team for their efforts and dedication and… https://t.co/8zbUnmRUju"
525,7548fdb0-7327-11ed-9583-ab47568012fa,Fortune_88r,2022-12-03 16:14:06, 231,, 0, 2131, Twitter for Android," RT @WallStreetSilv: Here is the part where SBF admitted (last night) that when customers were buying &amp; selling Bitcoin on FTX, they were no…"
526,7835e470-7327-11ed-9583-ab47568012fa,0xEthereumYoda,2022-12-03 16:12:51, 435,, 0, 0, Twitter Web App," #Ethereum price update: 

#ETH $1271.38 USD
#Bitcoin 0.07494709291015522 #BTC

Follow for recent ETH price updates… https://t.co/3VVPn8Otmd"
527,7b790185-7327-11ed-9583-ab47568012fa,TheHackedBot,2022-12-03 16:11:54, 30,, 1, 0," Cheap Bots, Done Quick!", Bitcoin wallet hacked ethereum hacked ((eth ))bitcoin
528,6a23c002-7327-11ed-9583-ab47568012fa,robsoItan,2022-12-03 16:17:57, 3481,, 0, 11, Twitter for iPhone," RT @rjsoltan: Denominating bitcoin in full coins makes it look unattainable to masses.

Denominating bitcoin in satoshis makes it look like…"
529,783213e5-7327-11ed-9583-ab47568012fa,xiaoweiyayaya,2022-12-03 16:13:12, 9,, 0, 1446, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
530,71c6dbd4-7327-11ed-9583-ab47568012fa,MudassirBacha2,2022-12-03 16:15:57, 141,, 0, 1441, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
531,7b66b200-7327-11ed-9583-ab47568012fa,ZacharyAtkins77,2022-12-03 16:12:42, 25186,"Memphis,Tennessee", 1, 1, Twitter for iPhone, #Bitcoin is the best asset own right now! #Crypto
532,67941470-7327-11ed-9583-ab47568012fa,GeerBoxx_Inc,2022-12-03 16:19:14, 132,Canada, 0, 1433, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
533,75513b11-7327-11ed-9583-ab47568012fa,incomplete_5,2022-12-03 16:13:54, 2,, 0, 509, Twitter Web App," RT @BCHCityOfficial: Join Our Bitcoin Cash City Community!!!
Follow Our Updates and Be Rewarded!!!"
534,829efe14-7327-11ed-9583-ab47568012fa,daniel_odihi,2022-12-03 16:09:52, 58,, 0, 1459, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
535,82802b79-7327-11ed-9583-ab47568012fa,Dyer31x,2022-12-03 16:10:24, 10,, 0, 303, Twitter for iPhone, RT @Breedlove22: #Bitcoin forever changes the way you see the world. https://t.co/Lp1lfC5GYY
536,7b7530f8-7327-11ed-9583-ab47568012fa,altruismvc,2022-12-03 16:12:17, 14,, 0, 239, Twitter for iPhone," RT @BitcoinMagazine: Fiat in Venezuela is so worthless people leave it on the streets 

🇻🇪 needs #Bitcoin https://t.co/EbWUIf0QVm"
537,642bbc21-7327-11ed-9583-ab47568012fa,emidiocosta,2022-12-03 16:22:50, 42,, 0, 1422, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
538,7b733521-7327-11ed-9583-ab47568012fa,BITCOIN_RAIL,2022-12-03 16:12:25, 2840,, 1, 0, Twitter for Android, @_business_cat I love his old school flannel
539,7f76bc13-7327-11ed-9583-ab47568012fa,WillRingzz,2022-12-03 16:10:51, 396,"Phoenix,USA", 0, 0, Twitter for iPhone," Are you looking for a way to recover your lost coin or your lost wallet?
I have the perfect service for you
#pionex… https://t.co/j9Oer5TXJm"
540,679d8a51-7327-11ed-9583-ab47568012fa,hermawan070722,2022-12-03 16:18:56, 28,"Parungkuda, Indonesia", 0, 331, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
541,6a2371e0-7327-11ed-9583-ab47568012fa,RizZ_Trader,2022-12-03 16:17:59, 200,"Amsterdam, Nederland", 0, 1436, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
542,71db9c54-7327-11ed-9583-ab47568012fa,prestoneli2,2022-12-03 16:15:35, 394,, 0, 0, Twitter Web App, @e_galv but not bitcoin billionaires! there's a difference! 'bitcoins and sh9tcoins!'
543,647b14a3-7327-11ed-9583-ab47568012fa,OluwarotimiTony,2022-12-03 16:19:46, 107,, 0, 18, Twitter for Android," RT @BitcoinSapiens: When you finally understand the difference between bad money and good money, it hits you pretty hard how truly scarce t…"
544,64676591-7327-11ed-9583-ab47568012fa,MeritonBerish20,2022-12-03 16:21:23, 351,, 0, 1426, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
545,67c73262-7327-11ed-9583-ab47568012fa,JooNerisdeSouz1,2022-12-03 16:18:44, 375,, 0, 41, Twitter Web App," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
546,8649b69d-7327-11ed-9583-ab47568012fa,saitamaenthu86,2022-12-03 16:08:35, 368,, 0, 1463, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
547,8649b6a2-7327-11ed-9583-ab47568012fa,bess_oswald,2022-12-03 16:08:32, 0,, 0, 10, Twitter for Android, RT @ColbyNoe: if you go to a #Bitcoin conference such as @pacificbitcoin or @BitcoinConfUK you wouldn’t think that we’re in the trenches of…
548,77eca673-7327-11ed-9583-ab47568012fa,LeMinhSon43,2022-12-03 16:13:44, 16,"Ho Chi Minh, Vietnam", 0, 27, Twitter for iPhone, RT @Bobby_5326: When it’s all said and done this will end up being the best chart I ever created. #XRP #BITCOIN ⚡️⚡️⚡️ https://t.co/RZC9ls8…
549,7b733525-7327-11ed-9583-ab47568012fa,deriel_IX,2022-12-03 16:12:23, 1630,Republic of the Philippines, 0, 1449, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
550,86476cb5-7327-11ed-9583-ab47568012fa,GodsoeJosh,2022-12-03 16:08:43, 1164,redbluff ca, 0, 11, Twitter Web App," RT @ColinYurcisin: My net worth in the last 4 years:

At 23: $50K in debt
At 24: A multi-millionaire from bitcoin
At 25: My paper net worth…"
551,6479dc22-7327-11ed-9583-ab47568012fa,HofTraux,2022-12-03 16:19:59, 37,Saudi Arabia, 0, 562, Twitter Web App, RT @saylor: Wake up and smell the #Bitcoin.
552,8a3f81d4-7327-11ed-9583-ab47568012fa,icpbulla,2022-12-03 16:07:15, 97,Metaverse, 0, 1467, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
553,71e25310-7327-11ed-9583-ab47568012fa,_poolbay_io,2022-12-03 16:15:03, 489,MetaData, 0, 0, BchainReport," Dash price vs Bitcoin price

https://t.co/rifBv9uX2J

#Dash $DASH #Mining https://t.co/CxXamvhioi"
554,71e1dde2-7327-11ed-9583-ab47568012fa,btchydra187,2022-12-03 16:15:12, 136,, 0, 0, Twitter for iPhone," @majolillus @DSBatten I like fixed block size and ossification. Also, the main reason I’m drawn to Bitcoin is becau… https://t.co/yMgrWoYmDX"
555,71c6dbd3-7327-11ed-9583-ab47568012fa,sweetburgercom,2022-12-03 16:15:57, 211,Mars, 0, 0, Bitcoin Block Watcher, #bitcoin is now $16963 #16K https://t.co/ZXGoSUYBcb
556,864549c2-7327-11ed-9583-ab47568012fa,ini_cucan,2022-12-03 16:09:13, 247,, 0, 1460, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
557,6459f810-7327-11ed-9583-ab47568012fa,SpecialAf,2022-12-03 16:21:48, 176,, 0, 0, Twitter for iPhone, For adoption rate considerations we can prob classify a few hurdles that speed or slow adoption and then help mitig… https://t.co/5cadesuRTG
558,67e827e0-7327-11ed-9583-ab47568012fa,EkoMuhammad15,2022-12-03 16:18:15, 54,, 0, 332, Twitter Web App," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
559,7545f077-7327-11ed-9583-ab47568012fa,Bigwin236,2022-12-03 16:14:18, 36,"Lagos, Nigeria", 0, 536, Twitter for iPhone," RT @DeFiReb: 🔥#Bitcoin $BTC #Giveaway Time!!!🔥
🚀3 Winners, $50 Each

1 to a Twitter follower 
1 to a person who is following us on YouTube…"
560,7f7bec21-7327-11ed-9583-ab47568012fa,Hungle34543167,2022-12-03 16:10:49, 169,, 0, 6373, Twitter Web App," RT @shibclassic: 🔍 #Airdrop Round 2: Shiba Inu Classic

💲 Reward: Up to 1,000,000 SHIC (~$10) + 50,000,000 SHIC (~$500)

🏆 Total Airdrop Po…"
561,647918d0-7327-11ed-9583-ab47568012fa,KasunPe02423911,2022-12-03 16:20:02, 20,, 0, 331, Twitter Web App," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
562,82800468-7327-11ed-9583-ab47568012fa,bantg,2022-12-03 16:10:30, 156289,, 0, 30, Twitter Web App," RT @maindi: Joke about bitcoiner, etherian and BSVer by ChatGPT 😅 #Bitcoin https://t.co/LooU9IWoNe"
563,644d26d0-7327-11ed-9583-ab47568012fa,kawikaoh,2022-12-03 16:22:12, 141,, 0, 85, Twitter for Android, RT @CedYoungelman: One day #Bitcoin’ers will stop accepting dollars for #Btc.
564,6a5f1b53-7327-11ed-9583-ab47568012fa,__allier,2022-12-03 16:17:24, 52,, 0, 1437, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
565,7f76bc0c-7327-11ed-9583-ab47568012fa,saintbags,2022-12-03 16:10:56, 472,Isle of Man , 0, 6, Twitter for iPhone, RT @CoinCornerRosie: The word is spreading; it does make my job quite easy when many of my meetings are referrals from other happy customer…
566,64270130-7327-11ed-9583-ab47568012fa,Laura2423464,2022-12-03 16:23:01, 4,"George, South Africa", 0, 6, Twitter for Android, RT @Ventureburn: Zambians can now buy or sell Bitcoin and USD Coin with kwachas following the launch of the VALR in the country. This is in…
567,7f76bc07-7327-11ed-9583-ab47568012fa,RiskySony1,2022-12-03 16:10:58, 176,, 0, 1454, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
568,647213f2-7327-11ed-9583-ab47568012fa,Inoe_x_elon,2022-12-03 16:20:35, 144,, 0, 1427, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
569,6a5f1b50-7327-11ed-9583-ab47568012fa,Stark64311432,2022-12-03 16:17:25, 103,, 0, 245, Twitter for Android," RT @100trillionUSD: Less than 1% of bitcoin usage is associated with ""crime"". https://t.co/ghkeITahhL"
570,71e204f1-7327-11ed-9583-ab47568012fa,Anjum12321,2022-12-03 16:15:09, 456,, 0, 121, Twitter for Android," RT @Panterabch: #BitcoinCash is the Bitcoin that works

https://t.co/VjdFPUPoK2

#CashRain #BCH #Bitcoin (BCH)"
571,8a3ee592-7327-11ed-9583-ab47568012fa,niiSacke_y,2022-12-03 16:07:52, 218,, 0, 1465, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
572,645da192-7327-11ed-9583-ab47568012fa,Gornidah1,2022-12-03 16:21:37, 98,, 0, 0, Twitter for Android," @WhaleChart Crypto dies,  #bitcoin prevails."
573,64244210-7327-11ed-9583-ab47568012fa,Samiul_3,2022-12-03 16:23:03, 704,"Rajshahi, Bangladesh", 0, 330, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
574,679d6344-7327-11ed-9583-ab47568012fa,lindawhite0201,2022-12-03 16:18:56, 743,, 0, 14, Twitter for iPhone," RT @rovercrc: Did you know that #CryptoSea outperformed #Bitcoin by 22% in the past 12 weeks! 👀🚀

Get your hands on this state-of-the-art t…"
575,82802b72-7327-11ed-9583-ab47568012fa,Hgau57,2022-12-03 16:10:27, 15,Forlì, 0, 2145, Twitter Web App," RT @BitcoinMagazine: School kids in Brazil using #Bitcoin to buy fruit 🇧🇷 

The future is bright 🙌

https://t.co/wruOzPRFRx"
576,7b670021-7327-11ed-9583-ab47568012fa,LittleGeneral77,2022-12-03 16:12:33, 118,, 0, 22, Twitter for iPhone," RT @mintlayer: Mintlayer uses UTXO accounting, which makes future integrations with Bitcoin technology seamless 

Integrating Mojito with e…"
577,679d3c30-7327-11ed-9583-ab47568012fa,AltcoinDailyio,2022-12-03 16:19:00, 1301861,Not Financial Advice, 72, 2, Twitter Web App, Like him or not US Senator @TedCruz is one of #Bitcoin's biggest proponents.
578,78310274-7327-11ed-9583-ab47568012fa,Pipiolo24_c,2022-12-03 16:13:21, 125,, 0, 3, Twitter for iPhone," RT @a_greenberg: French magazine L'Express: ""In his exciting new book, [Greenberg] shows how cryptocurrency became a double-edged sword for…"
579,829eaffb-7327-11ed-9583-ab47568012fa,BTCYN,2022-12-03 16:10:13, 2269,NYC, 0, 1, Twitter for iPhone, RT @moon_dot_gov: You guys are fucking crazy 🤣😎 I’m buying moar #bitcoin
580,647a9f71-7327-11ed-9583-ab47568012fa,AndreSi12468470,2022-12-03 16:19:53, 19,, 0, 990, Twitter for Android," RT @BTC_Archive: We just HODL 😎 
#Bitcoin 

 https://t.co/Nmw2h6K3y3"
581,644cffc0-7327-11ed-9583-ab47568012fa,Mini3q,2022-12-03 16:22:12, 497,, 0, 1424, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
582,864745a5-7327-11ed-9583-ab47568012fa,_DaniPetit_,2022-12-03 16:08:55, 188,Catalunya, 0, 0, Twitter for iPhone, Bullish! #Bitcoin https://t.co/B0BSfqXBNJ
583,7831ecd0-7327-11ed-9583-ab47568012fa,NGMIRIP,2022-12-03 16:13:19, 1805,The Moon, 0, 5, Twitter Web App," RT @glassnodealerts: 📉 #Bitcoin $BTC Miners' Balance just reached a 14-month low of 1,818,280.032

Previous 14-month low of 1,818,778.794 w…"
584,7b7530fc-7327-11ed-9583-ab47568012fa,Expay_24,2022-12-03 16:12:16, 8,United Arab Emirate, 0, 0, IFTTT," Never mind FTX — Fine arts institutions should still onboard to blockchain https://t.co/9hQMmjwSkj
#cryptoworld… https://t.co/loMD7cEEG2"
585,6d724ec7-7327-11ed-9583-ab47568012fa,GrossiMelvin,2022-12-03 16:16:58, 12,Blyatland, 0, 1437, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
586,71e1dde3-7327-11ed-9583-ab47568012fa,LesleyW39947656,2022-12-03 16:15:12, 156,, 1, 0, Twitter Web App, @Jestopher_BTC @CaitlinLong_ Great work - thanks for all that you're doing for Bitcoin.
587,67d710e0-7327-11ed-9583-ab47568012fa,cryptocoin_feed,2022-12-03 16:18:32, 121,"California, USA", 0, 1, dlvr.it, RT @cryptocoin_feed: Bitcoin bulls lie in wait as US dollar strength hits 5-month lows https://t.co/qVQdQaFrJf
588,7b792893-7327-11ed-9583-ab47568012fa,LivePriceCrypto,2022-12-03 16:11:49, 4077,, 0, 0, vaiotapi," #Bitcoin Last Price $16959 #BTC 🚀
Daily Indicators:
-RSI: 47
-Moving Average(20): 16600
-MA(50): 18307
-MA(200): 21… https://t.co/NxUQ1mzAki"
589,829ed713-7327-11ed-9583-ab47568012fa,christianduboi,2022-12-03 16:09:59, 20,, 0, 1459, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
590,7b75580c-7327-11ed-9583-ab47568012fa,ElviraWilhelmi6,2022-12-03 16:12:09, 0,Portugal, 0, 0, Twitter Web App, $BTC A big chance in a million!Price: 2313887.0 (2022/12/03 08:26)#Bitcoin #FX #BTC #crypto
591,6465def0-7327-11ed-9583-ab47568012fa,modrenews,2022-12-03 16:21:28, 554,🇺🇲🇦🇺🇨🇦🇳🇬🇻🇬🇨🇿, 0, 0, WordPress.com," QNT Remains Near Multi-Week High, XMR up for Fifth Straight Session – Market Updates Bitcoin News https://t.co/75URxOrIRz"
592,8a3e977b-7327-11ed-9583-ab47568012fa,rbtr1983,2022-12-03 16:07:54, 32,, 0, 1465, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
593,64671770-7327-11ed-9583-ab47568012fa,khonsufund,2022-12-03 16:21:26, 28,, 1, 0, Twitter for Android," 5 pillars of Khonsu funds ✊

#dpms #crypto #bitcoin #twitterfiles https://t.co/wn07Cjctil"
594,64589881-7327-11ed-9583-ab47568012fa,CzSatoshiNakamt,2022-12-03 16:21:56, 15,, 0, 1425, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
595,7831ecd7-7327-11ed-9583-ab47568012fa,rahulkhansajib,2022-12-03 16:13:16, 242,"dhaka,Bangladesh", 0, 332, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
596,71c63f90-7327-11ed-9583-ab47568012fa,GeovannySamuel6,2022-12-03 16:16:08, 178,"North Carolina, USA", 0, 2507, Twitter for iPhone, RT @saylor: #Bitcoin is Hope. https://t.co/Vo7MuIwKwm
597,6a588ba0-7327-11ed-9583-ab47568012fa,BharadwajAarsh1,2022-12-03 16:17:28, 41,Metaverse, 0, 41, Twitter for Android," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
598,6a23e715-7327-11ed-9583-ab47568012fa,QatarDecember,2022-12-03 16:17:53, 59,indonesia, 0, 1436, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
